duration,num_subscribers,influencer,dow,views,view_rate,has_tags,prod_focus,reach,media_type,post_type,influencer_type,FTC_Converted,In_Person_Converted,Giveaway_Converted,Reoccuring_Converted,ViewRate_Binary,id
805,14028,KikiCatNovelties,Sunday,4185,30.82,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,1,567
1034,14028,KikiCatNovelties,Monday,6239,45.95,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Toy Reviewer,0,0,0,0,1,568
605,14028,KikiCatNovelties,Wednesday,2045,15.06,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,1,569
364,19621,Kinsleigh's World,Sunday,493,2.76,0,1,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Kid Toy,0,0,0,0,0,570
0,0,Paul and Shannon,Monday,0,0,0,1,Micro (<10K),Likely Organic,Unboxing,Storyteller,0,0,0,0,0,571
675,57242,Kristen Ingold,Wednesday,28959,53.48,0,1,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Toy Reviewer,0,0,0,0,1,572
459,57242,Kristen Ingold,Thursday,52808,97.52,0,1,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Toy Reviewer,0,0,0,0,1,573
384,57242,Kristen Ingold,Tuesday,543273,1003.29,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,1,574
61,57242,Kristen Ingold,Wednesday,42988,79.39,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,1,575
1133,57242,Kristen Ingold,Saturday,149757,276.56,0,1,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Toy Reviewer,0,0,0,0,1,576
280,57242,Kristen Ingold,Wednesday,70198,129.64,0,1,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Toy Reviewer,0,0,0,0,1,577
371,57242,Kristen Ingold,Saturday,148698,274.61,0,2,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Toy Reviewer,0,0,0,0,1,578
267,57242,Kristen Ingold,Saturday,17958,33.16,0,2,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Toy Reviewer,0,0,0,0,1,579
379,57242,Kristen Ingold,Thursday,33456,61.79,0,1,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Toy Reviewer,0,0,0,0,1,580
455,57242,Kristen Ingold,Tuesday,118376,218.61,0,2,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Toy Reviewer,0,0,0,0,1,581
485,57242,Kristen Ingold,Wednesday,203127,375.13,0,1,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Toy Reviewer,0,0,0,0,1,582
142,57242,Kristen Ingold,Thursday,47613,87.93,0,2,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Toy Reviewer,0,0,0,0,1,583
156,57242,Kristen Ingold,Friday,31649,58.45,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,1,584
253,57242,Kristen Ingold,Wednesday,47318,87.39,0,1,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Toy Reviewer,0,0,0,0,1,585
135,57242,Kristen Ingold,Friday,132873,245.39,0,2,Mid Scale (10K-100K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,1,586
127,57242,Kristen Ingold,Tuesday,829598,1532.09,0,2,Mid Scale (10K-100K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,1,587
614,57242,Kristen Ingold,Monday,132638,244.96,0,2,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Toy Reviewer,0,0,0,0,1,588
323,57242,Kristen Ingold,Friday,620911,1146.71,0,2,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Toy Reviewer,0,0,0,0,1,589
601,1104610,Kyle's Toys and Games,Friday,431298,40.38,0,1,Mega (500K+),Likely Paid,Unboxing,Kid Toy,0,0,0,0,1,590
255,1009897,Learn Colors,Saturday,3516,0.35,0,1,Mega (500K+),Likely Prodct Was Sent,Unboxing,Kid Toy,0,0,0,0,0,591
534,1009897,Learn Colors,Wednesday,5981,0.59,0,1,Mega (500K+),Likely Prodct Was Sent,Review/Product Shoutout,Kid Toy,0,0,0,0,0,592
682,329442,Lil Monkey Media,Friday,32180,9.99,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,593
681,329442,Lil Monkey Media,Wednesday,127662,39.64,0,2,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,594
657,329442,Lil Monkey Media,Sunday,63988,19.87,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,595
601,329442,Lil Monkey Media,Sunday,148146,46,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,596
602,329442,Lil Monkey Media,Saturday,103075,32.01,0,2,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,597
1605,329442,Lil Monkey Media,Saturday,41437,12.87,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,598
602,329442,Lil Monkey Media,Friday,433361,134.57,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,599
2485,329442,Lil Monkey Media,Wednesday,221185,68.69,0,2,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,600
665,329443,Lil Monkey Media,Friday,182173,56.57,0,2,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,601
671,169605,Little Kelly,Saturday,356,0.21,0,2,Large Scale (100K-500K),Likely Organic,Unboxing,Storyteller,0,0,0,0,0,602
789,169605,Little Kelly,Saturday,603,0.36,0,1,Large Scale (100K-500K),Likely Organic,Review/Product Shoutout,Storyteller,0,0,0,0,0,603
1447,169605,Little Kelly,Saturday,493,0.29,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Storyteller,0,0,0,0,0,604
1218,169605,Little Kelly,Sunday,1014,0.6,0,1,Large Scale (100K-500K),Likely Organic,Review/Product Shoutout,Storyteller,0,0,0,0,0,605
1160,2788,Little Lady C,Tuesday,5015,181.31,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,606
1291,2788,Little Lady C,Thursday,16812,607.81,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,607
889,7904,Louise's Unicorn Powerpuff Girl,Tuesday,58160,789.25,0,1,Micro (<10K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,608
777,7904,Louise's Unicorn Powerpuff Girl,Thursday,2547,34.56,0,2,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,609
433,7904,Louise's Unicorn Powerpuff Girl,Monday,2603,35.32,0,1,Micro (<10K),Likely Organic,Unboxing,Family Toy,0,0,0,0,1,610
1604,7904,Louise's Unicorn Powerpuff Girl,Tuesday,1813,24.6,0,2,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,611
972,7904,Louise's Unicorn Powerpuff Girl,Thursday,5694,77.27,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,612
775,7904,Louise's Unicorn Powerpuff Girl,Friday,1775,24.09,0,2,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,613
740,7904,Louise's Unicorn Powerpuff Girl,Sunday,3218,43.67,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,614
1136,7904,Louise's Unicorn Powerpuff Girl,Monday,11027,149.64,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,615
870,7904,Louise's Unicorn Powerpuff Girl,Wednesday,937,12.72,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,616
169,7904,Louise's Unicorn Powerpuff Girl,Wednesday,825,11.2,0,1,Micro (<10K),Likely Organic,Hacks/Insider Content,Kid Toy,0,0,0,0,0,617
898,7904,Louise's Unicorn Powerpuff Girl,Thursday,1947,26.42,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,618
939,7904,Louise's Unicorn Powerpuff Girl,Saturday,837,11.36,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,619
474,7904,Louise's Unicorn Powerpuff Girl,Saturday,2152,29.2,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,620
683,7904,Louise's Unicorn Powerpuff Girl,Monday,669,9.08,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,621
306,7904,Louise's Unicorn Powerpuff Girl,Tuesday,1263,17.14,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,622
837,7904,Louise's Unicorn Powerpuff Girl,Wednesday,1756,23.83,0,2,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,1,0,1,623
766,7904,Louise's Unicorn Powerpuff Girl,Saturday,607,8.24,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,624
606,7904,Louise's Unicorn Powerpuff Girl,Sunday,1263,17.14,0,1,Micro (<10K),Likely Organic,Unboxing,Family Toy,0,0,0,0,1,625
856,7904,Louise's Unicorn Powerpuff Girl,Monday,11134,151.09,0,2,Micro (<10K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,626
741,7904,Louise's Unicorn Powerpuff Girl,Saturday,2242,30.42,0,1,Micro (<10K),Likely Organic,Unboxing,Family Toy,0,0,0,0,1,627
1206,7904,Louise's Unicorn Powerpuff Girl,Monday,3066,41.61,0,1,Micro (<10K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,628
380,7904,Louise's Unicorn Powerpuff Girl,Sunday,2497,33.89,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,629
676,7904,Louise's Unicorn Powerpuff Girl,Monday,10335,140.25,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,630
1807,7904,Louise's Unicorn Powerpuff Girl,Wednesday,1403,19.04,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,631
721,7904,Louise's Unicorn Powerpuff Girl,Thursday,1829,24.82,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,632
852,7904,Louise's Unicorn Powerpuff Girl,Thursday,726,9.85,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,633
731,7904,Louise's Unicorn Powerpuff Girl,Sunday,7074,96,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,634
560,7904,Louise's Unicorn Powerpuff Girl,Sunday,1066,14.47,0,1,Micro (<10K),Likely Organic,Challenge,Kid Toy,0,0,0,0,0,635
386,7904,Louise's Unicorn Powerpuff Girl,Monday,939,12.74,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,636
248,7904,Louise's Unicorn Powerpuff Girl,Monday,478,6.49,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,1,0,0,637
495,7904,Louise's Unicorn Powerpuff Girl,Monday,1583,21.48,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,638
527,7904,Louise's Unicorn Powerpuff Girl,Tuesday,1391,18.88,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,639
357,7904,Louise's Unicorn Powerpuff Girl,Friday,1201,16.3,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,640
1063,7904,Louise's Unicorn Powerpuff Girl,Wednesday,1925,26.12,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,641
771,7904,Louise's Unicorn Powerpuff Girl,Friday,2638,35.8,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,642
611,7904,Louise's Unicorn Powerpuff Girl,Sunday,1419,19.26,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,643
789,7904,Louise's Unicorn Powerpuff Girl,Tuesday,875,11.87,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,644
728,7904,Louise's Unicorn Powerpuff Girl,Wednesday,2494,33.84,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,645
744,7904,Louise's Unicorn Powerpuff Girl,Sunday,23740,322.16,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,646
640,7904,Louise's Unicorn Powerpuff Girl,Monday,498,6.76,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,647
753,7904,Louise's Unicorn Powerpuff Girl,Tuesday,1405,19.07,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,648
604,7904,Louise's Unicorn Powerpuff Girl,Friday,2113,28.67,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,649
681,7904,Louise's Unicorn Powerpuff Girl,Saturday,17775,241.21,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,650
743,7904,Louise's Unicorn Powerpuff Girl,Sunday,6053,82.14,0,1,Micro (<10K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,651
647,7904,Louise's Unicorn Powerpuff Girl,Monday,812,11.02,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,652
624,7904,Louise's Unicorn Powerpuff Girl,Tuesday,1524,20.68,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,653
347,7904,Louise's Unicorn Powerpuff Girl,Wednesday,4794,65.06,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,654
616,7904,Louise's Unicorn Powerpuff Girl,Wednesday,911,12.36,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,655
501,7904,Louise's Unicorn Powerpuff Girl,Thursday,1949,26.45,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,656
761,7904,Louise's Unicorn Powerpuff Girl,Friday,2017,27.37,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,657
71,1193,MaylaKTV,Monday,304,27.89,0,1,Micro (<10K),Likely Organic,Storytelling,Kid Toy,0,0,0,0,1,658
203,1193,MaylaKTV,Thursday,122,11.19,0,1,Micro (<10K),Likely Organic,Skit,Kid Toy,0,0,0,0,0,659
299,1193,MaylaKTV,Thursday,274,25.14,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,1,0,1,660
510,1193,MaylaKTV,Sunday,277,25.41,0,2,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,661
372,1193,MaylaKTV,Monday,135,12.39,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,662
471,1193,MaylaKTV,Friday,457,41.93,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,663
126,1193,MaylaKTV,Monday,144,13.21,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,664
262,1193,MaylaKTV,Tuesday,167,15.32,0,2,Micro (<10K),Likely Organic,Skit,Kid Toy,0,0,0,0,1,665
377,1193,MaylaKTV,Thursday,331,30.37,0,1,Micro (<10K),Likely Organic,DIY,Kid Toy,0,0,0,0,1,666
348,1193,MaylaKTV,Thursday,203,18.62,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,667
607,1193,MaylaKTV,Sunday,230,21.1,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,668
133,1193,MaylaKTV,Saturday,343,31.47,0,1,Micro (<10K),Likely Organic,Storytelling,Kid Toy,0,0,0,0,1,669
609,1193,MaylaKTV,Monday,335,30.73,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,670
558,1193,MaylaKTV,Sunday,182,16.7,0,2,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,1,0,1,671
113,1193,MaylaKTV,Sunday,217,19.91,0,1,Micro (<10K),Likely Organic,Storytelling,Kid Toy,0,0,0,0,1,672
308,1193,MaylaKTV,Wednesday,113,10.37,0,1,Micro (<10K),Likely Organic,Storytelling,Kid Toy,0,0,0,0,0,673
263,1193,MaylaKTV,Thursday,121,11.1,0,1,Micro (<10K),Likely Organic,Retailer Visit,Kid Toy,0,0,0,0,0,674
1404,12132,Meivu,Monday,3806,31.97,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,1,675
604,12132,Meivu,Friday,6539,54.93,0,1,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Toy Reviewer,0,0,0,0,1,676
604,12132,Meivu,Thursday,1193,10.02,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,0,677
1228,12132,Meivu,Sunday,2355,19.78,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Toy Reviewer,0,0,0,0,1,678
0,0,Mellisa Tyler Swigart,Thursday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,679
0,0,Mellisa Tyler Swigart,Thursday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Family Vlog,0,0,0,0,0,680
0,0,Mellisa Tyler Swigart,Thursday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,681
0,0,Mellisa Tyler Swigart,Thursday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,682
0,0,Mellisa Tyler Swigart,Thursday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,683
0,0,Mellisa Tyler Swigart,Thursday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,684
0,0,Mellisa Tyler Swigart,Thursday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,685
0,0,Mellisa Tyler Swigart,Thursday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,686
0,0,Mellisa Tyler Swigart,Thursday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,687
0,0,Mellisa Tyler Swigart,Thursday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,688
0,0,Paul and Shannon,Thursday,0,0,0,2,Micro (<10K),Likely Organic,Unboxing,Storyteller,0,0,0,0,0,689
0,0,Cookie Swirl,Sunday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Storyteller,0,0,0,0,0,690
0,0,Mellisa Tyler Swigart,Tuesday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Family Vlog,0,0,0,0,0,691
0,0,Mellisa Tyler Swigart,Tuesday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,692
0,0,Mellisa Tyler Swigart,Tuesday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,693
0,0,Mellisa Tyler Swigart,Tuesday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Family Vlog,0,0,0,0,0,694
0,0,Mellisa Tyler Swigart,Tuesday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Family Vlog,0,0,0,0,0,695
0,0,Mellisa Tyler Swigart,Tuesday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,696
0,0,Mellisa Tyler Swigart,Tuesday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,697
0,0,Mellisa Tyler Swigart,Tuesday,0,0,0,2,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,698
0,0,Mellisa Tyler Swigart,Tuesday,0,0,0,2,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,699
0,0,Mellisa Tyler Swigart,Tuesday,0,0,0,2,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,700
0,0,Mellisa Tyler Swigart,Tuesday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,701
0,0,Mellisa Tyler Swigart,Tuesday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,702
0,0,Mellisa Tyler Swigart,Tuesday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,703
0,0,Sabina Green,Tuesday,0,0,0,2,Micro (<10K),Likely Organic,Unboxing,Mommy Blogger,0,0,0,0,0,704
0,0,Mellisa Tyler Swigart,Saturday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Family Vlog,0,0,0,0,0,705
0,0,Mellisa Tyler Swigart,Saturday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,706
0,0,Mellisa Tyler Swigart,Saturday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,707
0,0,Mellisa Tyler Swigart,Saturday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,708
0,0,Mellisa Tyler Swigart,Saturday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,709
0,0,Mellisa Tyler Swigart,Saturday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,710
0,0,Mellisa Tyler Swigart,Saturday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,711
0,0,Mellisa Tyler Swigart,Saturday,0,0,0,2,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,712
0,0,Mellisa Tyler Swigart,Saturday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,713
0,0,Mellisa Tyler Swigart,Saturday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,714
0,0,Mellisa Tyler Swigart,Saturday,0,0,0,2,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,715
0,0,Mellisa Tyler Swigart,Saturday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,716
0,0,Mellisa Tyler Swigart,Saturday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,717
0,0,Mellisa Tyler Swigart,Saturday,0,0,0,1,Mid Scale (10K-100K),Likely Organic,Retailer Visit,Family Vlog,0,0,0,0,0,718
541,14211,Melody's Treasure Box - Toys Stop Motion Surprises,Sunday,4490,32.75,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,719
648,14211,Melody's Treasure Box - Toys Stop Motion Surprises,Thursday,15982,116.58,0,2,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,1,0,1,720
211,14211,Melody's Treasure Box - Toys Stop Motion Surprises,Sunday,23066,168.25,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,721
539,14211,Melody's Treasure Box - Toys Stop Motion Surprises,Wednesday,77791,567.44,0,2,Mid Scale (10K-100K),Likely Organic,DIY,Kid Toy,0,0,0,0,1,722
933,14211,Melody's Treasure Box - Toys Stop Motion Surprises,Wednesday,19862,144.89,0,1,Mid Scale (10K-100K),100% Paid,Retailer Visit,Kid Toy,0,0,0,0,1,723
715,14211,Melody's Treasure Box - Toys Stop Motion Surprises,Sunday,9069,66.16,0,2,Mid Scale (10K-100K),100% Paid,Unboxing,Kid Toy,0,0,0,0,1,724
788,14211,Melody's Treasure Box - Toys Stop Motion Surprises,Tuesday,55253,403.07,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Family Toy,0,0,0,0,1,725
178,14211,Melody's Treasure Box - Toys Stop Motion Surprises,Thursday,11109,81.04,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,1,0,1,726
141,14211,Melody's Treasure Box - Toys Stop Motion Surprises,Monday,2029,14.8,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,1,0,0,727
652,233286,MintDahlia,Sunday,11345,4.92,0,1,Large Scale (100K-500K),Likely Organic,DIY,Toy Reviewer,0,0,0,0,0,728
602,233286,MintDahlia,Sunday,155262,67.34,0,1,Large Scale (100K-500K),Likely Organic,DIY,Toy Reviewer,0,0,0,0,1,729
723,233286,MintDahlia,Friday,1014763,440.11,0,1,Large Scale (100K-500K),Likely Organic,DIY,Toy Reviewer,0,0,0,0,1,730
652,233286,MintDahlia,Saturday,66254,28.74,0,1,Large Scale (100K-500K),Likely Organic,DIY,Toy Reviewer,0,0,0,0,1,731
694,233286,MintDahlia,Friday,84858,36.8,0,1,Large Scale (100K-500K),Likely Organic,DIY,Toy Reviewer,0,0,0,0,1,732
618,233286,MintDahlia,Thursday,112990,49.01,0,1,Large Scale (100K-500K),Likely Organic,DIY,Toy Reviewer,0,0,0,0,1,733
691,233286,MintDahlia,Saturday,8189,3.55,0,1,Large Scale (100K-500K),Likely Organic,Retailer Visit,Toy Reviewer,0,0,0,0,0,734
626,233286,MintDahlia,Saturday,62948,27.3,0,1,Large Scale (100K-500K),Likely Organic,DIY,Toy Reviewer,0,0,0,0,1,735
732,233286,MintDahlia,Friday,29158,12.65,0,1,Large Scale (100K-500K),Likely Organic,DIY,Toy Reviewer,0,0,0,0,0,736
345,233286,MintDahlia,Monday,7904,3.43,0,1,Large Scale (100K-500K),Likely Organic,DIY,Toy Reviewer,0,0,0,0,0,737
397,233286,MintDahlia,Thursday,6492,2.82,0,1,Large Scale (100K-500K),Likely Organic,DIY,Toy Reviewer,0,0,0,0,0,738
734,233286,MintDahlia,Wednesday,6747,2.93,0,1,Large Scale (100K-500K),Likely Organic,DIY,Toy Reviewer,0,0,0,0,0,739
290,233286,MintDahlia,Thursday,337499,146.38,0,1,Large Scale (100K-500K),Likely Organic,DIY,Toy Reviewer,0,0,0,0,1,740
601,233286,MintDahlia,Monday,184748,80.13,0,1,Large Scale (100K-500K),Likely Organic,DIY,Toy Reviewer,0,0,0,0,1,741
301,233286,MintDahlia,Thursday,115128,49.93,0,1,Large Scale (100K-500K),Likely Organic,DIY,Toy Reviewer,0,0,0,0,1,742
813,233286,MintDahlia,Wednesday,8207,3.56,0,1,Large Scale (100K-500K),Likely Organic,DIY,Toy Reviewer,0,0,0,0,0,743
364,233286,MintDahlia,Tuesday,12964,5.62,0,1,Large Scale (100K-500K),Likely Organic,DIY,Toy Reviewer,0,0,0,0,0,744
675,1664,Muminspire Kids,Tuesday,241,14.62,0,1,Micro (<10K),Likely Organic,Unboxing,Family Toy,0,0,0,0,0,745
515,1664,Muminspire Kids,Saturday,96,5.83,0,2,Micro (<10K),Likely Organic,Unboxing,Family Toy,0,0,0,0,0,746
